code,1,code,2,code,3,code,5,code,6,code,11,code,12,code,16,code,17,code,19,code,27,code,66,code,101,code,151,code,175,code,267,code,288,code,286,code,288,code,669,code,688,code,700,code,762,code,823,code,857,code,883,code,939,code,941,code,1038,code,1044,code,1088,code,1093,code,1109,code,1113,code,1177,code,1299,code,1398,code,1928,code,1997,code,2007,code,2018,code,2313,code,2318,code,2319,code,2382,code,2388,code,2628,code,3328,code,3988,,
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,,
08/11/18,80.5,08/11/18,86.8,08/11/18,14.92,08/11/18,65.9,08/11/18,52.85,08/11/18,183.2,08/11/18,37.95,08/11/18,107.6,08/11/18,10.46,08/11/18,86.2,08/11/18,44.25,08/11/18,38.9,08/11/18,14.98,08/11/18,5.7,08/11/18,15.08,08/11/18,12.3,08/11/18,6.1,08/11/18,0.7,08/11/18,6.1,08/11/18,41.85,08/11/18,25.85,08/11/18,293.6,08/11/18,8.65,08/11/18,72.55,08/11/18,6.05,08/11/18,14.16,08/11/18,6.59,08/11/18,74.85,08/11/18,57.85,08/11/18,63.5,08/11/18,19.12,08/11/18,18.38,08/11/18,28.05,08/11/18,55,08/11/18,8.1,08/11/18,63.35,08/11/18,5.49,08/11/18,32.6,08/11/18,48.95,08/11/18,9.06,08/11/18,55.8,08/11/18,95.8,08/11/18,78.7,08/11/18,25.05,08/11/18,73.25,08/11/18,29.65,08/11/18,16.54,08/11/18,6.01,08/11/18,3.44,,0
09/11/18,79,09/11/18,85.7,09/11/18,14.82,09/11/18,64.65,09/11/18,52.3,09/11/18,177.9,09/11/18,37.35,09/11/18,106,09/11/18,10.24,09/11/18,83.25,09/11/18,42.9,09/11/18,38.3,09/11/18,14.68,09/11/18,5.53,09/11/18,14.56,09/11/18,12.12,09/11/18,6.1,09/11/18,0.7,09/11/18,6.1,09/11/18,41,09/11/18,25.2,09/11/18,279.2,09/11/18,8.41,09/11/18,72,09/11/18,5.91,09/11/18,13.54,09/11/18,6.43,09/11/18,72.9,09/11/18,57.45,09/11/18,62.85,09/11/18,18.6,09/11/18,18.3,09/11/18,27.15,09/11/18,53.25,09/11/18,7.89,09/11/18,62.65,09/11/18,5.34,09/11/18,31.7,09/11/18,47.3,09/11/18,8.69,09/11/18,54.9,09/11/18,92.15,09/11/18,77.15,09/11/18,24.5,09/11/18,72.3,09/11/18,29.05,09/11/18,16.28,09/11/18,5.95,09/11/18,3.35,,0
12/11/18,79.95,12/11/18,87.05,12/11/18,14.98,12/11/18,65.05,12/11/18,52.65,12/11/18,178.4,12/11/18,37.3,12/11/18,101.8,12/11/18,10.22,12/11/18,83.95,12/11/18,42.75,12/11/18,38.8,12/11/18,14.84,12/11/18,5.55,12/11/18,14.42,12/11/18,12.1,12/11/18,6.09,12/11/18,0.7,12/11/18,6.09,12/11/18,40.2,12/11/18,25,12/11/18,270.6,12/11/18,8.4,12/11/18,72.45,12/11/18,5.96,12/11/18,13.74,12/11/18,6.42,12/11/18,74.2,12/11/18,57.65,12/11/18,62.5,12/11/18,18.64,12/11/18,18.6,12/11/18,27.45,12/11/18,54.15,12/11/18,8.01,12/11/18,63.65,12/11/18,5.34,12/11/18,31.45,12/11/18,48,12/11/18,8.74,12/11/18,53.1,12/11/18,91.75,12/11/18,76.8,12/11/18,24.05,12/11/18,71.9,12/11/18,29.25,12/11/18,16.32,12/11/18,5.9,12/11/18,3.34,,0
13/11/18,80.35,13/11/18,87.05,13/11/18,15.06,13/11/18,64.75,13/11/18,53,13/11/18,179.5,13/11/18,37.2,13/11/18,102.9,13/11/18,10.26,13/11/18,84.7,13/11/18,44.1,13/11/18,38.9,13/11/18,14.86,13/11/18,5.68,13/11/18,15.1,13/11/18,12.14,13/11/18,6.22,13/11/18,0.7,13/11/18,6.22,13/11/18,40,13/11/18,25.05,13/11/18,274.4,13/11/18,8.52,13/11/18,72.3,13/11/18,5.88,13/11/18,13.32,13/11/18,6.44,13/11/18,75.1,13/11/18,57.7,13/11/18,64,13/11/18,18.48,13/11/18,18.74,13/11/18,28.05,13/11/18,54.1,13/11/18,8.08,13/11/18,64.75,13/11/18,5.36,13/11/18,31.5,13/11/18,49,13/11/18,8.88,13/11/18,53.2,13/11/18,94,13/11/18,77.4,13/11/18,24.75,13/11/18,73.95,13/11/18,29.25,13/11/18,16.46,13/11/18,5.89,13/11/18,3.34,,0
14/11/18,79.95,14/11/18,87.4,14/11/18,15.1,14/11/18,65.25,14/11/18,53.05,14/11/18,178.6,14/11/18,37.65,14/11/18,102.7,14/11/18,10.3,14/11/18,85.45,14/11/18,44.4,14/11/18,38.95,14/11/18,14.84,14/11/18,5.74,14/11/18,14.86,14/11/18,12.26,14/11/18,6.21,14/11/18,0.69,14/11/18,6.21,14/11/18,41.05,14/11/18,25.3,14/11/18,272.2,14/11/18,8.51,14/11/18,73.65,14/11/18,5.67,14/11/18,12.7,14/11/18,6.42,14/11/18,75.1,14/11/18,57.9,14/11/18,63,14/11/18,18.36,14/11/18,17.7,14/11/18,27.85,14/11/18,54.1,14/11/18,7.72,14/11/18,63.5,14/11/18,5.36,14/11/18,31.7,14/11/18,49.45,14/11/18,8.95,14/11/18,52.9,14/11/18,92.75,14/11/18,76.55,14/11/18,24.6,14/11/18,73.95,14/11/18,29.15,14/11/18,16.34,14/11/18,5.9,14/11/18,3.33,,0
15/11/18,81.4,15/11/18,88.55,15/11/18,15.36,15/11/18,66,15/11/18,53.7,15/11/18,179.1,15/11/18,38.35,15/11/18,105.3,15/11/18,10.54,15/11/18,86.6,15/11/18,46.95,15/11/18,39.8,15/11/18,15.22,15/11/18,5.61,15/11/18,14.78,15/11/18,12.38,15/11/18,6.47,15/11/18,0.66,15/11/18,6.47,15/11/18,42.95,15/11/18,26.05,15/11/18,288,15/11/18,8.72,15/11/18,74.25,15/11/18,5.7,15/11/18,12.96,15/11/18,6.5,15/11/18,76.45,15/11/18,58.65,15/11/18,62.9,15/11/18,18.44,15/11/18,17.44,15/11/18,28.05,15/11/18,55.45,15/11/18,7.43,15/11/18,64,15/11/18,5.4,15/11/18,32.6,15/11/18,50.75,15/11/18,9.2,15/11/18,52.9,15/11/18,95.25,15/11/18,77.1,15/11/18,24.75,15/11/18,75.85,15/11/18,29.55,15/11/18,16.76,15/11/18,5.91,15/11/18,3.36,,0
16/11/18,81.5,16/11/18,88.35,16/11/18,15.18,16/11/18,66.2,16/11/18,53.55,16/11/18,180.8,16/11/18,38.3,16/11/18,106.6,16/11/18,10.6,16/11/18,87,16/11/18,46.25,16/11/18,39.6,16/11/18,15.1,16/11/18,5.61,16/11/18,14.78,16/11/18,12.44,16/11/18,6.43,16/11/18,0.67,16/11/18,6.43,16/11/18,42.65,16/11/18,26.45,16/11/18,290.4,16/11/18,8.8,16/11/18,73.3,16/11/18,5.68,16/11/18,13.1,16/11/18,6.53,16/11/18,76.85,16/11/18,58.05,16/11/18,62.9,16/11/18,18.48,16/11/18,17.4,16/11/18,28.5,16/11/18,55.6,16/11/18,7.36,16/11/18,64.6,16/11/18,5.43,16/11/18,32.3,16/11/18,50.5,16/11/18,9.13,16/11/18,53.5,16/11/18,93.75,16/11/18,76.95,16/11/18,25,16/11/18,74.95,16/11/18,30.2,16/11/18,17,16/11/18,5.96,16/11/18,3.37,,0
19/11/18,82.85,19/11/18,88.75,19/11/18,15.28,19/11/18,66.05,19/11/18,53.8,19/11/18,179.5,19/11/18,38.9,19/11/18,110.1,19/11/18,10.76,19/11/18,88.35,19/11/18,46.9,19/11/18,39.7,19/11/18,15.64,19/11/18,5.58,19/11/18,15.16,19/11/18,12.48,19/11/18,6.5,19/11/18,0.64,19/11/18,6.5,19/11/18,43.15,19/11/18,27.5,19/11/18,291.2,19/11/18,8.85,19/11/18,73.35,19/11/18,5.67,19/11/18,13.34,19/11/18,6.56,19/11/18,77.25,19/11/18,58.15,19/11/18,63.05,19/11/18,18.68,19/11/18,17.1,19/11/18,29.8,19/11/18,56.4,19/11/18,7.51,19/11/18,65.55,19/11/18,5.45,19/11/18,32.9,19/11/18,52.05,19/11/18,9.38,19/11/18,56,19/11/18,94.9,19/11/18,76.8,19/11/18,24.45,19/11/18,77.6,19/11/18,30.3,19/11/18,16.88,19/11/18,5.94,19/11/18,3.39,,0
20/11/18,81.65,20/11/18,88.5,20/11/18,15.28,20/11/18,65.1,20/11/18,53.5,20/11/18,176.2,20/11/18,38.25,20/11/18,108,20/11/18,10.62,20/11/18,86.75,20/11/18,45.05,20/11/18,39.45,20/11/18,15.42,20/11/18,5.52,20/11/18,14.6,20/11/18,12.32,20/11/18,6.27,20/11/18,0.64,20/11/18,6.27,20/11/18,41.7,20/11/18,26.45,20/11/18,281.6,20/11/18,8.75,20/11/18,72.85,20/11/18,5.54,20/11/18,13.04,20/11/18,6.48,20/11/18,76.5,20/11/18,57.5,20/11/18,62.25,20/11/18,18.66,20/11/18,16.2,20/11/18,29.45,20/11/18,54.85,20/11/18,7.19,20/11/18,62.75,20/11/18,5.4,20/11/18,31.75,20/11/18,49.8,20/11/18,9.23,20/11/18,53.95,20/11/18,93.7,20/11/18,75.2,20/11/18,24.1,20/11/18,75.75,20/11/18,29.6,20/11/18,16.5,20/11/18,5.92,20/11/18,3.36,,0
21/11/18,80.85,21/11/18,88.65,21/11/18,15.3,21/11/18,65.3,21/11/18,53.2,21/11/18,177.2,21/11/18,38.4,21/11/18,109.3,21/11/18,10.64,21/11/18,87.7,21/11/18,46.75,21/11/18,39.25,21/11/18,15.48,21/11/18,5.59,21/11/18,15.28,21/11/18,12.38,21/11/18,6.13,21/11/18,0.64,21/11/18,6.13,21/11/18,40.95,21/11/18,26.65,21/11/18,289.6,21/11/18,8.69,21/11/18,73.4,21/11/18,5.43,21/11/18,12.72,21/11/18,6.5,21/11/18,75.5,21/11/18,57.8,21/11/18,63.2,21/11/18,18.74,21/11/18,16.56,21/11/18,29.3,21/11/18,53.8,21/11/18,7.44,21/11/18,63.45,21/11/18,5.43,21/11/18,32.2,21/11/18,49.6,21/11/18,9.68,21/11/18,54.95,21/11/18,94,21/11/18,75.3,21/11/18,24.5,21/11/18,77.2,21/11/18,29.7,21/11/18,16.5,21/11/18,5.92,21/11/18,3.38,,0
22/11/18,81.2,22/11/18,88.7,22/11/18,15.48,22/11/18,65.95,22/11/18,53.65,22/11/18,177.8,22/11/18,38.6,22/11/18,109.3,22/11/18,10.32,22/11/18,86.6,22/11/18,47.4,22/11/18,39.9,22/11/18,15.42,22/11/18,5.75,22/11/18,15.44,22/11/18,12.36,22/11/18,6.12,22/11/18,0.64,22/11/18,6.12,22/11/18,40.75,22/11/18,26.3,22/11/18,295,22/11/18,8.66,22/11/18,74.6,22/11/18,5.42,22/11/18,12.82,22/11/18,6.48,22/11/18,74.9,22/11/18,57.85,22/11/18,63.85,22/11/18,17.96,22/11/18,16,22/11/18,29.7,22/11/18,53.85,22/11/18,7.07,22/11/18,63.65,22/11/18,5.42,22/11/18,32.75,22/11/18,50.3,22/11/18,9.34,22/11/18,53.9,22/11/18,94.8,22/11/18,74.9,22/11/18,24.4,22/11/18,74.15,22/11/18,29.65,22/11/18,16.4,22/11/18,5.89,22/11/18,3.38,,0
23/11/18,81.5,23/11/18,88.95,23/11/18,15.4,23/11/18,65.9,23/11/18,53.6,23/11/18,177.6,23/11/18,38.35,23/11/18,108.8,23/11/18,10.26,23/11/18,85.5,23/11/18,46.65,23/11/18,39.75,23/11/18,15.22,23/11/18,5.71,23/11/18,14.96,23/11/18,12.38,23/11/18,5.99,23/11/18,0.64,23/11/18,5.99,23/11/18,40.8,23/11/18,25.9,23/11/18,291.2,23/11/18,8.68,23/11/18,74.3,23/11/18,5.38,23/11/18,12.66,23/11/18,6.48,23/11/18,75.9,23/11/18,59.15,23/11/18,63.85,23/11/18,18,23/11/18,15.9,23/11/18,29.25,23/11/18,54.05,23/11/18,7.07,23/11/18,63.75,23/11/18,5.42,23/11/18,32.4,23/11/18,49.75,23/11/18,9.02,23/11/18,53.2,23/11/18,93.95,23/11/18,74.45,23/11/18,24.2,23/11/18,72.65,23/11/18,29.7,23/11/18,16.34,23/11/18,5.89,23/11/18,3.37,,0
26/11/18,83.35,26/11/18,90.6,26/11/18,15.7,26/11/18,66.85,26/11/18,54.4,26/11/18,180.5,26/11/18,39.45,26/11/18,111.8,26/11/18,10.64,26/11/18,87.3,26/11/18,48.7,26/11/18,40.5,26/11/18,15.26,26/11/18,5.91,26/11/18,15.18,26/11/18,12.6,26/11/18,6.05,26/11/18,0.65,26/11/18,6.05,26/11/18,41.5,26/11/18,26.45,26/11/18,298,26/11/18,8.83,26/11/18,75.4,26/11/18,5.3,26/11/18,12.78,26/11/18,6.6,26/11/18,77.75,26/11/18,60.05,26/11/18,65.45,26/11/18,17.82,26/11/18,16.1,26/11/18,28.8,26/11/18,55.55,26/11/18,7.19,26/11/18,64.9,26/11/18,5.52,26/11/18,33,26/11/18,50.4,26/11/18,9.24,26/11/18,53.35,26/11/18,94.55,26/11/18,75.3,26/11/18,24.5,26/11/18,73.55,26/11/18,30.5,26/11/18,16.66,26/11/18,5.93,26/11/18,3.42,,0
27/11/18,82.65,27/11/18,88.9,27/11/18,15.76,27/11/18,67.1,27/11/18,53.9,27/11/18,180,27/11/18,38.95,27/11/18,111.7,27/11/18,10.56,27/11/18,86.95,27/11/18,49.2,27/11/18,40.5,27/11/18,15.26,27/11/18,5.81,27/11/18,15.26,27/11/18,12.5,27/11/18,6,27/11/18,0.63,27/11/18,6,27/11/18,39.85,27/11/18,26,27/11/18,303.8,27/11/18,8.85,27/11/18,73,27/11/18,5.33,27/11/18,12.52,27/11/18,6.61,27/11/18,76.8,27/11/18,60,27/11/18,64,27/11/18,17.56,27/11/18,16.16,27/11/18,29,27/11/18,54.9,27/11/18,7.23,27/11/18,64.35,27/11/18,5.53,27/11/18,33.35,27/11/18,49.2,27/11/18,9.13,27/11/18,54.95,27/11/18,94.75,27/11/18,75.25,27/11/18,23.95,27/11/18,75.4,27/11/18,30.5,27/11/18,16.58,27/11/18,5.95,27/11/18,3.43,,0
28/11/18,83.15,28/11/18,89.45,28/11/18,15.9,28/11/18,67.65,28/11/18,54.55,28/11/18,181.8,28/11/18,39.3,28/11/18,112.2,28/11/18,10.6,28/11/18,86.85,28/11/18,50.5,28/11/18,40.65,28/11/18,15.42,28/11/18,5.8,28/11/18,15.52,28/11/18,12.66,28/11/18,5.96,28/11/18,0.65,28/11/18,5.96,28/11/18,41.6,28/11/18,26.85,28/11/18,314.8,28/11/18,8.96,28/11/18,74.65,28/11/18,5.4,28/11/18,12.8,28/11/18,6.69,28/11/18,77.7,28/11/18,60.45,28/11/18,64.25,28/11/18,17.62,28/11/18,16.32,28/11/18,29,28/11/18,55.75,28/11/18,7.42,28/11/18,64.7,28/11/18,5.59,28/11/18,34.35,28/11/18,49.35,28/11/18,9.4,28/11/18,56.4,28/11/18,95.35,28/11/18,76.05,28/11/18,24.2,28/11/18,78.2,28/11/18,30.5,28/11/18,16.68,28/11/18,5.96,28/11/18,3.46,,0
29/11/18,81.5,29/11/18,87.85,29/11/18,15.6,29/11/18,66.65,29/11/18,53.45,29/11/18,180.1,29/11/18,40.1,29/11/18,113.3,29/11/18,10.74,29/11/18,86.35,29/11/18,48.5,29/11/18,40.15,29/11/18,15.58,29/11/18,5.78,29/11/18,15.44,29/11/18,12.54,29/11/18,5.82,29/11/18,0.64,29/11/18,5.82,29/11/18,42.6,29/11/18,26.6,29/11/18,312,29/11/18,9,29/11/18,75.45,29/11/18,5.43,29/11/18,12.82,29/11/18,6.64,29/11/18,76.5,29/11/18,59,29/11/18,63.95,29/11/18,17.38,29/11/18,15.84,29/11/18,28.25,29/11/18,56,29/11/18,7.1,29/11/18,64.4,29/11/18,5.52,29/11/18,34.05,29/11/18,47.95,29/11/18,9.47,29/11/18,54.9,29/11/18,96.1,29/11/18,75.8,29/11/18,24.3,29/11/18,76.65,29/11/18,30.3,29/11/18,16.78,29/11/18,5.94,29/11/18,3.43,,0
30/11/18,81.8,30/11/18,86.25,30/11/18,15.78,30/11/18,66.9,30/11/18,53,30/11/18,180.6,30/11/18,40.2,30/11/18,111.5,30/11/18,10.52,30/11/18,86.5,30/11/18,48.05,30/11/18,40.6,30/11/18,15.84,30/11/18,5.77,30/11/18,15.42,30/11/18,12.56,30/11/18,5.71,30/11/18,0.66,30/11/18,5.71,30/11/18,42.1,30/11/18,27.3,30/11/18,312,30/11/18,9.07,30/11/18,74.5,30/11/18,5.49,30/11/18,13.3,30/11/18,6.67,30/11/18,77.65,30/11/18,59.5,30/11/18,63.95,30/11/18,17.38,30/11/18,15.84,30/11/18,29,30/11/18,56.35,30/11/18,7.14,30/11/18,63.85,30/11/18,5.56,30/11/18,33.85,30/11/18,47.05,30/11/18,9.62,30/11/18,55.45,30/11/18,95,30/11/18,75.7,30/11/18,24.2,30/11/18,75.7,30/11/18,30.5,30/11/18,16.8,30/11/18,5.95,30/11/18,3.42,,0
03/12/18,82.3,03/12/18,86,03/12/18,15.92,03/12/18,68.2,03/12/18,52.9,03/12/18,183.8,03/12/18,40.8,03/12/18,114.2,03/12/18,10.78,03/12/18,86.4,03/12/18,52.8,03/12/18,40.8,03/12/18,16.08,03/12/18,5.79,03/12/18,15.84,03/12/18,12.96,03/12/18,6.38,03/12/18,0.66,03/12/18,6.38,03/12/18,45.05,03/12/18,27.5,03/12/18,324.8,03/12/18,9.1,03/12/18,75.65,03/12/18,5.7,03/12/18,13.7,03/12/18,6.82,03/12/18,75.35,03/12/18,60,03/12/18,64.55,03/12/18,17.88,03/12/18,16.18,03/12/18,30.5,03/12/18,57.9,03/12/18,7.31,03/12/18,66.25,03/12/18,5.71,03/12/18,37.9,03/12/18,48.85,03/12/18,9.79,03/12/18,57.9,03/12/18,99.05,03/12/18,77.55,03/12/18,24.95,03/12/18,81.5,03/12/18,31.1,03/12/18,17.62,03/12/18,6.05,03/12/18,3.5,,0
04/12/18,82.35,04/12/18,86.3,04/12/18,16,04/12/18,68.1,04/12/18,52.7,04/12/18,187.2,04/12/18,40.6,04/12/18,113.6,04/12/18,10.84,04/12/18,85.05,04/12/18,52.9,04/12/18,41,04/12/18,15.84,04/12/18,5.8,04/12/18,15.74,04/12/18,12.9,04/12/18,6.34,04/12/18,0.65,04/12/18,6.34,04/12/18,44.95,04/12/18,27,04/12/18,328.4,04/12/18,9.2,04/12/18,76.65,04/12/18,5.67,04/12/18,13.84,04/12/18,6.8,04/12/18,75.75,04/12/18,59.6,04/12/18,64.85,04/12/18,17.94,04/12/18,16.52,04/12/18,30.15,04/12/18,57.15,04/12/18,7.23,04/12/18,67,04/12/18,5.76,04/12/18,37.65,04/12/18,49.85,04/12/18,9.72,04/12/18,56.7,04/12/18,99.25,04/12/18,77.85,04/12/18,24.9,04/12/18,79.8,04/12/18,31.35,04/12/18,17.52,04/12/18,6.08,04/12/18,3.49,,0
05/12/18,80.65,05/12/18,88.05,05/12/18,15.92,05/12/18,66.3,05/12/18,52.55,05/12/18,183.2,05/12/18,40,05/12/18,113,05/12/18,10.68,05/12/18,84,05/12/18,51.9,05/12/18,40.85,05/12/18,15.58,05/12/18,5.92,05/12/18,15.08,05/12/18,12.7,05/12/18,6.34,05/12/18,0.64,05/12/18,6.34,05/12/18,44.2,05/12/18,26.9,05/12/18,321,05/12/18,8.97,05/12/18,77,05/12/18,5.55,05/12/18,13.32,05/12/18,6.71,05/12/18,76.15,05/12/18,59,05/12/18,64.35,05/12/18,17.58,05/12/18,16.16,05/12/18,29.6,05/12/18,56.75,05/12/18,6.95,05/12/18,64.8,05/12/18,5.69,05/12/18,36.9,05/12/18,49.6,05/12/18,9.67,05/12/18,54.6,05/12/18,98.6,05/12/18,77.5,05/12/18,24.8,05/12/18,74,05/12/18,30.85,05/12/18,17.32,05/12/18,6.01,05/12/18,3.44,,0
06/12/18,78.85,06/12/18,87.8,06/12/18,15.96,06/12/18,64.95,06/12/18,52.7,06/12/18,180.1,06/12/18,39.8,06/12/18,112.2,06/12/18,10.6,06/12/18,82.8,06/12/18,49.85,06/12/18,40.4,06/12/18,15.3,06/12/18,5.68,06/12/18,14.56,06/12/18,12.58,06/12/18,6.01,06/12/18,0.64,06/12/18,6.01,06/12/18,44.55,06/12/18,26.2,06/12/18,304.2,06/12/18,8.83,06/12/18,77.25,06/12/18,5.43,06/12/18,13.06,06/12/18,6.52,06/12/18,76.05,06/12/18,58.75,06/12/18,61.85,06/12/18,17.48,06/12/18,13.82,06/12/18,28.65,06/12/18,56.2,06/12/18,5.84,06/12/18,63.2,06/12/18,5.55,06/12/18,35.65,06/12/18,48.8,06/12/18,9.32,06/12/18,51.55,06/12/18,96.85,06/12/18,76,06/12/18,24,06/12/18,69.95,06/12/18,30.3,06/12/18,16.78,06/12/18,5.91,06/12/18,3.37,,0
07/12/18,78.5,07/12/18,88.7,07/12/18,15.94,07/12/18,63.7,07/12/18,53.2,07/12/18,181,07/12/18,39.85,07/12/18,113.2,07/12/18,10.7,07/12/18,81.95,07/12/18,48.75,07/12/18,40.9,07/12/18,15.7,07/12/18,5.55,07/12/18,14.32,07/12/18,12.92,07/12/18,5.89,07/12/18,0.65,07/12/18,5.89,07/12/18,44.8,07/12/18,26.45,07/12/18,310.6,07/12/18,8.75,07/12/18,79.35,07/12/18,5.31,07/12/18,12.78,07/12/18,6.49,07/12/18,77.55,07/12/18,58.65,07/12/18,62.55,07/12/18,17.42,07/12/18,13.22,07/12/18,29.25,07/12/18,56.8,07/12/18,5.38,07/12/18,63.05,07/12/18,5.47,07/12/18,35,07/12/18,48.75,07/12/18,9.24,07/12/18,50.75,07/12/18,98.75,07/12/18,75,07/12/18,23.85,07/12/18,67.3,07/12/18,29.7,07/12/18,16.44,07/12/18,5.85,07/12/18,3.31,,0
10/12/18,75.8,10/12/18,87.95,10/12/18,15.88,10/12/18,63.75,10/12/18,53.05,10/12/18,177,10/12/18,39.2,10/12/18,111.2,10/12/18,10.44,10/12/18,81.2,10/12/18,49.4,10/12/18,39.6,10/12/18,15.16,10/12/18,5.43,10/12/18,14.06,10/12/18,12.6,10/12/18,5.81,10/12/18,0.65,10/12/18,5.81,10/12/18,43.85,10/12/18,26,10/12/18,308,10/12/18,8.58,10/12/18,76.7,10/12/18,5.36,10/12/18,12.82,10/12/18,6.39,10/12/18,76.95,10/12/18,57.95,10/12/18,61.05,10/12/18,17.62,10/12/18,12.76,10/12/18,28.1,10/12/18,55.45,10/12/18,5.29,10/12/18,61.9,10/12/18,5.42,10/12/18,34.8,10/12/18,47.6,10/12/18,9.06,10/12/18,50.5,10/12/18,95.7,10/12/18,74.1,10/12/18,23.5,10/12/18,69.35,10/12/18,29.3,10/12/18,16.18,10/12/18,5.85,10/12/18,3.27,,0
11/12/18,77.25,11/12/18,87.7,11/12/18,15.88,11/12/18,63.35,11/12/18,52.95,11/12/18,176.3,11/12/18,38.9,11/12/18,110.2,11/12/18,10.46,11/12/18,81.2,11/12/18,50.6,11/12/18,39.8,11/12/18,15.14,11/12/18,5.33,11/12/18,14.14,11/12/18,12.46,11/12/18,5.8,11/12/18,0.63,11/12/18,5.8,11/12/18,43.85,11/12/18,25.75,11/12/18,311.2,11/12/18,8.7,11/12/18,77.15,11/12/18,5.29,11/12/18,12.74,11/12/18,6.39,11/12/18,75.7,11/12/18,57.55,11/12/18,60.5,11/12/18,17.72,11/12/18,13.04,11/12/18,28.15,11/12/18,55.25,11/12/18,5.42,11/12/18,62.35,11/12/18,5.4,11/12/18,35.45,11/12/18,47.85,11/12/18,9.16,11/12/18,51.9,11/12/18,96.5,11/12/18,73.45,11/12/18,24,11/12/18,73.8,11/12/18,29.25,11/12/18,16.08,11/12/18,5.77,11/12/18,3.27,,0
12/12/18,78.85,12/12/18,87.35,12/12/18,15.88,12/12/18,64,12/12/18,53.95,12/12/18,177.3,12/12/18,39.65,12/12/18,112.2,12/12/18,10.66,12/12/18,82.25,12/12/18,50.4,12/12/18,40.7,12/12/18,15.4,12/12/18,5.59,12/12/18,14.14,12/12/18,12.86,12/12/18,6.13,12/12/18,0.63,12/12/18,6.13,12/12/18,42.7,12/12/18,27.1,12/12/18,316.8,12/12/18,8.81,12/12/18,77.9,12/12/18,5.38,12/12/18,12.74,12/12/18,6.53,12/12/18,77.2,12/12/18,58.55,12/12/18,57.05,12/12/18,18.02,12/12/18,12.78,12/12/18,30,12/12/18,56.95,12/12/18,5.39,12/12/18,63.95,12/12/18,5.52,12/12/18,34.5,12/12/18,49.05,12/12/18,9.45,12/12/18,51.85,12/12/18,97.5,12/12/18,74.35,12/12/18,23.95,12/12/18,75,12/12/18,29.75,12/12/18,16.44,12/12/18,5.87,12/12/18,3.31,,0
13/12/18,78.9,13/12/18,87.65,13/12/18,15.96,13/12/18,65.2,13/12/18,54.2,13/12/18,179.4,13/12/18,40.05,13/12/18,115,13/12/18,10.88,13/12/18,82.5,13/12/18,52.1,13/12/18,41,13/12/18,15.76,13/12/18,5.68,13/12/18,14.74,13/12/18,13.08,13/12/18,6.31,13/12/18,0.64,13/12/18,6.31,13/12/18,42.8,13/12/18,27.9,13/12/18,318.6,13/12/18,8.85,13/12/18,78.95,13/12/18,5.45,13/12/18,13.06,13/12/18,6.56,13/12/18,77.45,13/12/18,59.2,13/12/18,54.95,13/12/18,18.54,13/12/18,13.12,13/12/18,31.35,13/12/18,57.35,13/12/18,5.47,13/12/18,64.6,13/12/18,5.59,13/12/18,35.8,13/12/18,50.05,13/12/18,9.8,13/12/18,51.3,13/12/18,99.9,13/12/18,75.15,13/12/18,24.95,13/12/18,74.5,13/12/18,30.15,13/12/18,16.76,13/12/18,5.87,13/12/18,3.35,,0
14/12/18,79.2,14/12/18,88.1,14/12/18,16.06,14/12/18,64.1,14/12/18,54.3,14/12/18,178.2,14/12/18,39.85,14/12/18,113.5,14/12/18,10.76,14/12/18,83.55,14/12/18,51.15,14/12/18,41.05,14/12/18,15.9,14/12/18,5.55,14/12/18,14.48,14/12/18,12.94,14/12/18,5.92,14/12/18,0.64,14/12/18,5.92,14/12/18,42.4,14/12/18,27.2,14/12/18,308.8,14/12/18,8.69,14/12/18,78.85,14/12/18,5.37,14/12/18,12.8,14/12/18,6.44,14/12/18,74.95,14/12/18,58.8,14/12/18,55.5,14/12/18,18.18,14/12/18,11.54,14/12/18,31.05,14/12/18,57.45,14/12/18,5.21,14/12/18,64.05,14/12/18,5.5,14/12/18,35.3,14/12/18,48.85,14/12/18,9.6,14/12/18,48.8,14/12/18,98,14/12/18,74.05,14/12/18,24.5,14/12/18,70.8,14/12/18,29.9,14/12/18,16.56,14/12/18,5.81,14/12/18,3.31,,0
