code,1,code,2,code,3,code,5,code,6,code,11,code,12,code,16,code,17,code,19,code,27,code,66,code,101,code,151,code,175,code,267,code,288,code,286,code,288,code,669,code,688,code,700,code,762,code,823,code,857,code,883,code,939,code,941,code,1038,code,1044,code,1088,code,1093,code,1109,code,1113,code,1177,code,1299,code,1398,code,1928,code,1997,code,2007,code,2018,code,2313,code,2318,code,2319,code,2382,code,2388,code,2628,code,3328,code,3988,,
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,,
28/01/19,79.4,28/01/19,90.95,28/01/19,17.1,28/01/19,65.85,28/01/19,53.5,28/01/19,178.6,28/01/19,43.7,28/01/19,128,28/01/19,11.8,28/01/19,90.8,28/01/19,50.8,28/01/19,43,28/01/19,16.36,28/01/19,6.13,28/01/19,13.2,28/01/19,11.8,28/01/19,6.85,28/01/19,0.62,28/01/19,6.85,28/01/19,45.3,28/01/19,28.35,28/01/19,341.6,28/01/19,8.98,28/01/19,84.4,28/01/19,4.99,28/01/19,13.04,28/01/19,6.88,28/01/19,82.4,28/01/19,63.8,28/01/19,58.95,28/01/19,19.78,28/01/19,12.6,28/01/19,29.5,28/01/19,65.15,28/01/19,6,28/01/19,69.9,28/01/19,5.95,28/01/19,36.7,28/01/19,51.85,28/01/19,10.32,28/01/19,47.75,28/01/19,91.05,28/01/19,73.8,28/01/19,25.05,28/01/19,76.55,28/01/19,30.3,28/01/19,19.58,28/01/19,6.52,28/01/19,3.6,,0
29/01/19,78.9,29/01/19,90.9,29/01/19,17.12,29/01/19,65.95,29/01/19,52.95,29/01/19,178.6,29/01/19,43.95,29/01/19,129.7,29/01/19,11.88,29/01/19,90.95,29/01/19,51.15,29/01/19,43.55,29/01/19,16.66,29/01/19,6.24,29/01/19,12.66,29/01/19,11.8,29/01/19,6.82,29/01/19,0.6,29/01/19,6.82,29/01/19,44.95,29/01/19,28.2,29/01/19,342.4,29/01/19,8.97,29/01/19,85.45,29/01/19,4.98,29/01/19,12.64,29/01/19,6.92,29/01/19,82,29/01/19,63.25,29/01/19,59.45,29/01/19,20,29/01/19,12.98,29/01/19,29.5,29/01/19,65.3,29/01/19,6.38,29/01/19,68.65,29/01/19,5.95,29/01/19,37.1,29/01/19,52.2,29/01/19,10.26,29/01/19,48.9,29/01/19,92.35,29/01/19,73.5,29/01/19,24.4,29/01/19,75.85,29/01/19,30,29/01/19,19.26,29/01/19,6.55,29/01/19,3.6,,0
30/01/19,79.1,30/01/19,92,30/01/19,17.08,30/01/19,66.3,30/01/19,52.8,30/01/19,179.5,30/01/19,44.3,30/01/19,130.8,30/01/19,12.02,30/01/19,91.15,30/01/19,51.1,30/01/19,43.5,30/01/19,16.84,30/01/19,6.16,30/01/19,12.66,30/01/19,11.76,30/01/19,6.74,30/01/19,0.59,30/01/19,6.74,30/01/19,45.8,30/01/19,28.95,30/01/19,344.2,30/01/19,8.91,30/01/19,85.1,30/01/19,4.98,30/01/19,12.8,30/01/19,6.94,30/01/19,82.55,30/01/19,63.6,30/01/19,60.25,30/01/19,19.86,30/01/19,12.98,30/01/19,30.55,30/01/19,65.4,30/01/19,6.31,30/01/19,68.85,30/01/19,5.98,30/01/19,37,30/01/19,52.45,30/01/19,10.76,30/01/19,47.9,30/01/19,90.8,30/01/19,73.95,30/01/19,24.95,30/01/19,74.65,30/01/19,30,30/01/19,18.9,30/01/19,6.52,30/01/19,3.6,,0
31/01/19,78.95,31/01/19,90.85,31/01/19,17.02,31/01/19,66.7,31/01/19,52.75,31/01/19,179.6,31/01/19,44.45,31/01/19,131.2,31/01/19,12.3,31/01/19,92.7,31/01/19,54,31/01/19,43.8,31/01/19,17.1,31/01/19,6.33,31/01/19,13.26,31/01/19,11.86,31/01/19,6.72,31/01/19,0.58,31/01/19,6.72,31/01/19,45.45,31/01/19,29.5,31/01/19,346,31/01/19,8.95,31/01/19,86,31/01/19,5.06,31/01/19,13.12,31/01/19,7.01,31/01/19,82.3,31/01/19,63.35,31/01/19,61.6,31/01/19,19.8,31/01/19,13.46,31/01/19,30.5,31/01/19,65.75,31/01/19,6.6,31/01/19,70.5,31/01/19,6.06,31/01/19,37.3,31/01/19,53.5,31/01/19,11.08,31/01/19,48.5,31/01/19,92.35,31/01/19,75.9,31/01/19,24.25,31/01/19,77.1,31/01/19,30.1,31/01/19,19.34,31/01/19,6.65,31/01/19,3.62,,0
01/02/19,79.2,01/02/19,90.45,01/02/19,17.1,01/02/19,66.1,01/02/19,52.5,01/02/19,179,01/02/19,44.45,01/02/19,130,01/02/19,12.42,01/02/19,91,01/02/19,55.1,01/02/19,43.35,01/02/19,17.44,01/02/19,6.4,01/02/19,13.2,01/02/19,11.82,01/02/19,7.1,01/02/19,0.58,01/02/19,7.1,01/02/19,45.85,01/02/19,29.2,01/02/19,348,01/02/19,9.03,01/02/19,85.15,01/02/19,5.07,01/02/19,13.22,01/02/19,7,01/02/19,83.15,01/02/19,63.25,01/02/19,62.45,01/02/19,19.64,01/02/19,13.62,01/02/19,30.35,01/02/19,64.75,01/02/19,6.7,01/02/19,69.9,01/02/19,6.02,01/02/19,37.15,01/02/19,52.75,01/02/19,11.08,01/02/19,47.75,01/02/19,96,01/02/19,76.7,01/02/19,23.85,01/02/19,77,01/02/19,30.2,01/02/19,19.46,01/02/19,6.6,01/02/19,3.61,,0
04/02/19,79,04/02/19,90.5,04/02/19,17.08,04/02/19,65.95,04/02/19,52.35,04/02/19,178.6,04/02/19,44.35,04/02/19,130.4,04/02/19,12.34,04/02/19,92,04/02/19,54.65,04/02/19,43.4,04/02/19,17.6,04/02/19,6.38,04/02/19,13.26,04/02/19,11.68,04/02/19,7.01,04/02/19,0.58,04/02/19,7.01,04/02/19,46.3,04/02/19,29.25,04/02/19,347.6,04/02/19,9.04,04/02/19,86.7,04/02/19,5.05,04/02/19,13.2,04/02/19,6.95,04/02/19,83.4,04/02/19,62.85,04/02/19,61.85,04/02/19,19.7,04/02/19,13.4,04/02/19,29.85,04/02/19,64.3,04/02/19,6.73,04/02/19,72.45,04/02/19,5.97,04/02/19,37.3,04/02/19,53.45,04/02/19,11.06,04/02/19,47,04/02/19,96.75,04/02/19,76.7,04/02/19,24.3,04/02/19,78,04/02/19,30.15,04/02/19,19.34,04/02/19,6.61,04/02/19,3.61,,0
08/02/19,78.9,08/02/19,91.9,08/02/19,17.34,08/02/19,65.85,08/02/19,52.45,08/02/19,179.3,08/02/19,44.75,08/02/19,131.2,08/02/19,12.46,08/02/19,91.1,08/02/19,54.1,08/02/19,43.55,08/02/19,17.58,08/02/19,6.4,08/02/19,13.08,08/02/19,11.56,08/02/19,6.79,08/02/19,0.59,08/02/19,6.79,08/02/19,46.1,08/02/19,29.1,08/02/19,345.6,08/02/19,8.95,08/02/19,86.85,08/02/19,4.96,08/02/19,12.88,08/02/19,6.91,08/02/19,82.35,08/02/19,63.3,08/02/19,62.45,08/02/19,19.3,08/02/19,12.98,08/02/19,29.5,08/02/19,64,08/02/19,6.6,08/02/19,74.05,08/02/19,5.94,08/02/19,38.3,08/02/19,53.85,08/02/19,11.3,08/02/19,48.4,08/02/19,96.9,08/02/19,76.4,08/02/19,23.7,08/02/19,80.9,08/02/19,29.8,08/02/19,19.2,08/02/19,6.58,08/02/19,3.59,,0
11/02/19,80.65,11/02/19,92.1,11/02/19,17.5,11/02/19,66,11/02/19,52.95,11/02/19,180.6,11/02/19,44.85,11/02/19,132.1,11/02/19,12.48,11/02/19,91.55,11/02/19,54.9,11/02/19,43.85,11/02/19,17.68,11/02/19,6.44,11/02/19,13.74,11/02/19,11.6,11/02/19,6.96,11/02/19,0.59,11/02/19,6.96,11/02/19,47.05,11/02/19,28.95,11/02/19,352,11/02/19,9.05,11/02/19,86.6,11/02/19,4.93,11/02/19,12.9,11/02/19,6.95,11/02/19,82.25,11/02/19,62.75,11/02/19,63.1,11/02/19,19.6,11/02/19,13.2,11/02/19,29.75,11/02/19,64.9,11/02/19,6.71,11/02/19,74.4,11/02/19,5.94,11/02/19,38.6,11/02/19,54.85,11/02/19,11.22,11/02/19,50.85,11/02/19,96.15,11/02/19,77.35,11/02/19,24.15,11/02/19,87.05,11/02/19,29.9,11/02/19,19.14,11/02/19,6.58,11/02/19,3.59,,0
12/02/19,79.35,12/02/19,92.05,12/02/19,17.78,12/02/19,66.25,12/02/19,53.35,12/02/19,181.6,12/02/19,44.75,12/02/19,132.3,12/02/19,12.48,12/02/19,92.5,12/02/19,54.8,12/02/19,43.8,12/02/19,17.84,12/02/19,6.42,12/02/19,14.34,12/02/19,11.6,12/02/19,7.25,12/02/19,0.59,12/02/19,7.25,12/02/19,47.85,12/02/19,28.65,12/02/19,351.4,12/02/19,9.02,12/02/19,86.35,12/02/19,4.92,12/02/19,13.08,12/02/19,6.94,12/02/19,82.5,12/02/19,63.35,12/02/19,63.25,12/02/19,19.5,12/02/19,13.92,12/02/19,29.45,12/02/19,65.1,12/02/19,7.05,12/02/19,73,12/02/19,5.94,12/02/19,38,12/02/19,55,12/02/19,11.08,12/02/19,50.25,12/02/19,95.45,12/02/19,77.45,12/02/19,24.3,12/02/19,88.65,12/02/19,29.8,12/02/19,19.16,12/02/19,6.5,12/02/19,3.59,,0
13/02/19,80.25,13/02/19,93.05,13/02/19,17.92,13/02/19,67.1,13/02/19,53.35,13/02/19,185.1,13/02/19,45.35,13/02/19,133,13/02/19,12.68,13/02/19,92.3,13/02/19,55.6,13/02/19,44,13/02/19,18.12,13/02/19,6.5,13/02/19,15,13/02/19,11.72,13/02/19,7.56,13/02/19,0.6,13/02/19,7.56,13/02/19,49.2,13/02/19,28.9,13/02/19,347.8,13/02/19,9.38,13/02/19,86,13/02/19,5.03,13/02/19,13.38,13/02/19,6.99,13/02/19,83.15,13/02/19,63.25,13/02/19,63.45,13/02/19,19.48,13/02/19,14.08,13/02/19,30.15,13/02/19,65.7,13/02/19,7.06,13/02/19,74.5,13/02/19,5.98,13/02/19,37.8,13/02/19,54.95,13/02/19,11.2,13/02/19,56.2,13/02/19,96.75,13/02/19,78.1,13/02/19,25,13/02/19,93.35,13/02/19,30.95,13/02/19,19.8,13/02/19,6.61,13/02/19,3.61,,0
14/02/19,81,14/02/19,94.2,14/02/19,17.76,14/02/19,67.2,14/02/19,53.35,14/02/19,185.5,14/02/19,45.35,14/02/19,133.9,14/02/19,12.6,14/02/19,92.65,14/02/19,54.25,14/02/19,43.75,14/02/19,18.18,14/02/19,6.46,14/02/19,14.78,14/02/19,11.82,14/02/19,7.29,14/02/19,0.58,14/02/19,7.29,14/02/19,48.5,14/02/19,29.55,14/02/19,341.8,14/02/19,9.37,14/02/19,86.65,14/02/19,5.04,14/02/19,13.46,14/02/19,6.98,14/02/19,83.4,14/02/19,63.8,14/02/19,63.8,14/02/19,19.52,14/02/19,14.16,14/02/19,29.85,14/02/19,65.45,14/02/19,7.11,14/02/19,74.8,14/02/19,5.96,14/02/19,37.4,14/02/19,55.55,14/02/19,10.84,14/02/19,54.6,14/02/19,97.15,14/02/19,78.05,14/02/19,25.35,14/02/19,88.65,14/02/19,31.1,14/02/19,19.36,14/02/19,6.63,14/02/19,3.61,,0
15/02/19,79.7,15/02/19,94,15/02/19,17.56,15/02/19,66.35,15/02/19,53.05,15/02/19,182.7,15/02/19,44.7,15/02/19,132.4,15/02/19,12.52,15/02/19,91.1,15/02/19,51.7,15/02/19,43.8,15/02/19,18.02,15/02/19,6.43,15/02/19,14,15/02/19,11.74,15/02/19,7.39,15/02/19,0.58,15/02/19,7.39,15/02/19,47,15/02/19,28.95,15/02/19,333.8,15/02/19,9.17,15/02/19,86.6,15/02/19,4.98,15/02/19,13.28,15/02/19,6.8,15/02/19,83.3,15/02/19,63.35,15/02/19,63.3,15/02/19,19.1,15/02/19,13.6,15/02/19,29.1,15/02/19,64.25,15/02/19,6.89,15/02/19,73.2,15/02/19,5.82,15/02/19,36,15/02/19,54.3,15/02/19,10.48,15/02/19,51.7,15/02/19,94.75,15/02/19,76.4,15/02/19,25.2,15/02/19,84.85,15/02/19,30.7,15/02/19,18.86,15/02/19,6.51,15/02/19,3.52,,0
18/02/19,81.15,18/02/19,94.05,18/02/19,17.64,18/02/19,67.7,18/02/19,53.2,18/02/19,185.6,18/02/19,44.9,18/02/19,133.5,18/02/19,12.62,18/02/19,90.4,18/02/19,52.85,18/02/19,44,18/02/19,18.4,18/02/19,6.49,18/02/19,14.42,18/02/19,11.86,18/02/19,7.58,18/02/19,0.58,18/02/19,7.58,18/02/19,48.8,18/02/19,28.9,18/02/19,339.8,18/02/19,9.33,18/02/19,87.2,18/02/19,5.21,18/02/19,13.68,18/02/19,6.9,18/02/19,83.85,18/02/19,64.25,18/02/19,63.05,18/02/19,19.44,18/02/19,14.06,18/02/19,29.45,18/02/19,65.1,18/02/19,6.96,18/02/19,74.4,18/02/19,5.91,18/02/19,37.1,18/02/19,54.8,18/02/19,10.56,18/02/19,52.7,18/02/19,96.55,18/02/19,77.75,18/02/19,25.7,18/02/19,88,18/02/19,32.05,18/02/19,19.18,18/02/19,6.56,18/02/19,3.58,,0
19/02/19,81.4,19/02/19,94.7,19/02/19,17.58,19/02/19,66.15,19/02/19,53.2,19/02/19,186.2,19/02/19,44.8,19/02/19,133,19/02/19,12.86,19/02/19,90.85,19/02/19,53.1,19/02/19,44.1,19/02/19,18.54,19/02/19,6.4,19/02/19,14.42,19/02/19,11.82,19/02/19,7.42,19/02/19,0.58,19/02/19,7.42,19/02/19,47.45,19/02/19,28.5,19/02/19,336.8,19/02/19,9.17,19/02/19,88.8,19/02/19,5.22,19/02/19,13.76,19/02/19,6.85,19/02/19,82.6,19/02/19,64.05,19/02/19,62.15,19/02/19,19.46,19/02/19,12.94,19/02/19,29.7,19/02/19,65.7,19/02/19,6.54,19/02/19,74.2,19/02/19,5.89,19/02/19,37.35,19/02/19,54.55,19/02/19,10.52,19/02/19,50.8,19/02/19,97.35,19/02/19,78,19/02/19,25.2,19/02/19,87.45,19/02/19,32.1,19/02/19,19.76,19/02/19,6.55,19/02/19,3.57,,0
20/02/19,82.2,20/02/19,95.65,20/02/19,17.86,20/02/19,66.05,20/02/19,53.2,20/02/19,188.4,20/02/19,44.85,20/02/19,134.4,20/02/19,12.98,20/02/19,92.35,20/02/19,54.7,20/02/19,44.6,20/02/19,18.94,20/02/19,6.58,20/02/19,14.92,20/02/19,11.84,20/02/19,7.48,20/02/19,0.58,20/02/19,7.48,20/02/19,47.55,20/02/19,28.8,20/02/19,341,20/02/19,9.39,20/02/19,90.05,20/02/19,5.29,20/02/19,13.92,20/02/19,6.89,20/02/19,82.7,20/02/19,64.25,20/02/19,62.1,20/02/19,19.2,20/02/19,12.86,20/02/19,29.9,20/02/19,66.1,20/02/19,6.41,20/02/19,75.75,20/02/19,5.93,20/02/19,37.55,20/02/19,55.9,20/02/19,10.52,20/02/19,51.85,20/02/19,97.85,20/02/19,78.7,20/02/19,26.05,20/02/19,90.1,20/02/19,32.8,20/02/19,20.6,20/02/19,6.56,20/02/19,3.6,,0
21/02/19,81.8,21/02/19,96.35,21/02/19,17.92,21/02/19,64.9,21/02/19,53.2,21/02/19,189.8,21/02/19,44.9,21/02/19,134.7,21/02/19,13.24,21/02/19,93.85,21/02/19,56.95,21/02/19,45,21/02/19,18.9,21/02/19,6.7,21/02/19,15.28,21/02/19,11.94,21/02/19,7.63,21/02/19,0.58,21/02/19,7.63,21/02/19,48.75,21/02/19,29,21/02/19,343.2,21/02/19,9.49,21/02/19,89.6,21/02/19,5.29,21/02/19,13.94,21/02/19,6.94,21/02/19,83.1,21/02/19,65.35,21/02/19,63.15,21/02/19,19.62,21/02/19,13.22,21/02/19,30.65,21/02/19,66.5,21/02/19,6.52,21/02/19,75.8,21/02/19,5.96,21/02/19,39.4,21/02/19,56,21/02/19,10.58,21/02/19,53.25,21/02/19,97.65,21/02/19,79,21/02/19,25.1,21/02/19,94.35,21/02/19,32.55,21/02/19,20.6,21/02/19,6.59,21/02/19,3.6,,0
22/02/19,82.7,22/02/19,96.85,22/02/19,17.98,22/02/19,64.4,22/02/19,53.9,22/02/19,191.2,22/02/19,45.4,22/02/19,133.6,22/02/19,13.32,22/02/19,94.5,22/02/19,57.15,22/02/19,44.9,22/02/19,19.08,22/02/19,6.63,22/02/19,15.44,22/02/19,12.04,22/02/19,7.89,22/02/19,0.58,22/02/19,7.89,22/02/19,47.6,22/02/19,29.15,22/02/19,344,22/02/19,9.49,22/02/19,89.1,22/02/19,5.32,22/02/19,14.04,22/02/19,6.94,22/02/19,85,22/02/19,65.4,22/02/19,64.5,22/02/19,19.56,22/02/19,13.46,22/02/19,30.85,22/02/19,66.8,22/02/19,6.58,22/02/19,76.55,22/02/19,5.97,22/02/19,39,22/02/19,56.4,22/02/19,10.76,22/02/19,59.6,22/02/19,100.7,22/02/19,80,22/02/19,25.55,22/02/19,98.85,22/02/19,32.9,22/02/19,21.2,22/02/19,6.59,22/02/19,3.61,,0
25/02/19,82.25,25/02/19,93.8,25/02/19,17.8,25/02/19,64.2,25/02/19,53.65,25/02/19,191.3,25/02/19,44.95,25/02/19,133.9,25/02/19,13.12,25/02/19,94.3,25/02/19,56.85,25/02/19,44.8,25/02/19,19.22,25/02/19,6.47,25/02/19,15.88,25/02/19,12.06,25/02/19,7.78,25/02/19,0.57,25/02/19,7.78,25/02/19,50.75,25/02/19,29.05,25/02/19,343.8,25/02/19,9.33,25/02/19,88.75,25/02/19,5.31,25/02/19,13.9,25/02/19,7.14,25/02/19,82.65,25/02/19,64.1,25/02/19,63.65,25/02/19,19.7,25/02/19,13.2,25/02/19,30.15,25/02/19,65.95,25/02/19,6.66,25/02/19,76.6,25/02/19,6.16,25/02/19,39.25,25/02/19,57.05,25/02/19,10.86,25/02/19,58.75,25/02/19,98.8,25/02/19,84.1,25/02/19,25.3,25/02/19,96.85,25/02/19,32.7,25/02/19,22.65,25/02/19,6.7,25/02/19,3.74,,0
26/02/19,83.35,26/02/19,92.35,26/02/19,17.82,26/02/19,63.95,26/02/19,54.25,26/02/19,192.4,26/02/19,44.4,26/02/19,131.8,26/02/19,12.9,26/02/19,93.95,26/02/19,55.95,26/02/19,44.8,26/02/19,19.2,26/02/19,6.52,26/02/19,15.4,26/02/19,12.1,26/02/19,7.36,26/02/19,0.57,26/02/19,7.36,26/02/19,52.3,26/02/19,29,26/02/19,343,26/02/19,9.27,26/02/19,88.4,26/02/19,5.28,26/02/19,13.7,26/02/19,7.09,26/02/19,83.05,26/02/19,65.35,26/02/19,64,26/02/19,19.88,26/02/19,13.54,26/02/19,29.85,26/02/19,65.9,26/02/19,7.01,26/02/19,75.75,26/02/19,6.06,26/02/19,39.35,26/02/19,56.85,26/02/19,10.7,26/02/19,50.5,26/02/19,98.5,26/02/19,83.3,26/02/19,25,26/02/19,96,26/02/19,32.55,26/02/19,22.3,26/02/19,6.67,26/02/19,3.72,,0
27/02/19,84.7,27/02/19,93.7,27/02/19,18,27/02/19,64.1,27/02/19,54.45,27/02/19,194.8,27/02/19,44.6,27/02/19,132.9,27/02/19,12.66,27/02/19,94,27/02/19,55.85,27/02/19,45,27/02/19,19.1,27/02/19,6.48,27/02/19,15.04,27/02/19,12.06,27/02/19,7.05,27/02/19,0.57,27/02/19,7.05,27/02/19,51.5,27/02/19,28.6,27/02/19,340.2,27/02/19,9.32,27/02/19,89.1,27/02/19,5.27,27/02/19,13.68,27/02/19,7.07,27/02/19,83.45,27/02/19,65.1,27/02/19,63.4,27/02/19,19.64,27/02/19,13.56,27/02/19,29.5,27/02/19,67.2,27/02/19,6.9,27/02/19,77,27/02/19,6.05,27/02/19,39.75,27/02/19,57.05,27/02/19,10.46,27/02/19,48,27/02/19,96.7,27/02/19,82.75,27/02/19,24.95,27/02/19,93.55,27/02/19,32.95,27/02/19,21.75,27/02/19,6.71,27/02/19,3.66,,0
28/02/19,83.55,28/02/19,93,28/02/19,18.18,28/02/19,64.15,28/02/19,54.5,28/02/19,194.5,28/02/19,44.4,28/02/19,130,28/02/19,12.54,28/02/19,93.35,28/02/19,55.75,28/02/19,45.1,28/02/19,18.54,28/02/19,6.33,28/02/19,14.74,28/02/19,11.94,28/02/19,6.97,28/02/19,0.57,28/02/19,6.97,28/02/19,52.45,28/02/19,28.9,28/02/19,335.8,28/02/19,9.31,28/02/19,88.75,28/02/19,5.19,28/02/19,13.54,28/02/19,6.98,28/02/19,82.6,28/02/19,65.45,28/02/19,63.45,28/02/19,19.36,28/02/19,13.4,28/02/19,29.3,28/02/19,65.15,28/02/19,6.81,28/02/19,78.5,28/02/19,6.04,28/02/19,39.2,28/02/19,55.15,28/02/19,10.34,28/02/19,46.65,28/02/19,98,28/02/19,82.65,28/02/19,24.25,28/02/19,93,28/02/19,32.8,28/02/19,21.6,28/02/19,6.59,28/02/19,3.66,,0
01/03/19,83.5,01/03/19,93.3,01/03/19,18.1,01/03/19,64.2,01/03/19,54.25,01/03/19,194.9,01/03/19,44.45,01/03/19,129.3,01/03/19,12.56,01/03/19,93.45,01/03/19,54.4,01/03/19,45.2,01/03/19,18.6,01/03/19,6.42,01/03/19,15.42,01/03/19,11.96,01/03/19,7.07,01/03/19,0.58,01/03/19,7.07,01/03/19,52.85,01/03/19,29.35,01/03/19,336.2,01/03/19,9.71,01/03/19,90.1,01/03/19,5.21,01/03/19,13.64,01/03/19,6.99,01/03/19,83.9,01/03/19,65,01/03/19,63.4,01/03/19,19.44,01/03/19,13.26,01/03/19,29.8,01/03/19,64.05,01/03/19,6.84,01/03/19,79,01/03/19,6.03,01/03/19,39.05,01/03/19,54.6,01/03/19,10.66,01/03/19,47.1,01/03/19,102.5,01/03/19,84.25,01/03/19,25,01/03/19,94.8,01/03/19,32.95,01/03/19,22.8,01/03/19,6.63,01/03/19,3.67,,0
04/03/19,83.7,04/03/19,93.15,04/03/19,18.08,04/03/19,64.2,04/03/19,54.2,04/03/19,192,04/03/19,44.65,04/03/19,130.1,04/03/19,12.56,04/03/19,93.95,04/03/19,56.35,04/03/19,44.9,04/03/19,18.66,04/03/19,6.4,04/03/19,15.16,04/03/19,11.96,04/03/19,7.17,04/03/19,0.58,04/03/19,7.17,04/03/19,52.5,04/03/19,29.6,04/03/19,346.8,04/03/19,9.8,04/03/19,90.1,04/03/19,5.18,04/03/19,13.76,04/03/19,7.08,04/03/19,81.65,04/03/19,65.4,04/03/19,61.95,04/03/19,19.54,04/03/19,13.84,04/03/19,29.95,04/03/19,64.1,04/03/19,7.02,04/03/19,78.5,04/03/19,6.05,04/03/19,39.25,04/03/19,55.4,04/03/19,10.88,04/03/19,49.05,04/03/19,102.3,04/03/19,85.3,04/03/19,25,04/03/19,95.75,04/03/19,32.85,04/03/19,22.45,04/03/19,6.9,04/03/19,3.72,,0
05/03/19,82,05/03/19,91.95,05/03/19,18.02,05/03/19,64.35,05/03/19,54.15,05/03/19,190.2,05/03/19,44.5,05/03/19,129.2,05/03/19,12.42,05/03/19,92.6,05/03/19,55.15,05/03/19,44.65,05/03/19,18.7,05/03/19,6.32,05/03/19,15.4,05/03/19,11.94,05/03/19,7,05/03/19,0.58,05/03/19,7,05/03/19,52.7,05/03/19,29.2,05/03/19,361.4,05/03/19,9.8,05/03/19,89.65,05/03/19,5.19,05/03/19,13.56,05/03/19,7.12,05/03/19,81,05/03/19,64.6,05/03/19,62.55,05/03/19,19.58,05/03/19,13.96,05/03/19,30.05,05/03/19,64,05/03/19,7.07,05/03/19,77.5,05/03/19,6.06,05/03/19,38.8,05/03/19,54.55,05/03/19,11.26,05/03/19,49.5,05/03/19,102.4,05/03/19,84.2,05/03/19,24.6,05/03/19,97.1,05/03/19,32.65,05/03/19,22.4,05/03/19,6.86,05/03/19,3.73,,0
06/03/19,81.85,06/03/19,92.05,06/03/19,17.98,06/03/19,64.7,06/03/19,54.05,06/03/19,191,06/03/19,44.9,06/03/19,130.2,06/03/19,12.54,06/03/19,93.15,06/03/19,54.65,06/03/19,44.75,06/03/19,18.9,06/03/19,6.29,06/03/19,15.82,06/03/19,11.96,06/03/19,7.3,06/03/19,0.57,06/03/19,7.3,06/03/19,53.35,06/03/19,29.05,06/03/19,362,06/03/19,9.57,06/03/19,89.6,06/03/19,5.16,06/03/19,13.36,06/03/19,7.12,06/03/19,81,06/03/19,64.35,06/03/19,63.35,06/03/19,19.52,06/03/19,13.96,06/03/19,30.9,06/03/19,63.65,06/03/19,6.99,06/03/19,77.6,06/03/19,6.08,06/03/19,39,06/03/19,58,06/03/19,11.42,06/03/19,51.4,06/03/19,102,06/03/19,84.5,06/03/19,25.65,06/03/19,99.8,06/03/19,33.1,06/03/19,22.35,06/03/19,6.79,06/03/19,3.73,,0
07/03/19,81.4,07/03/19,92.95,07/03/19,18,07/03/19,64.85,07/03/19,54.2,07/03/19,190,07/03/19,44.9,07/03/19,130.2,07/03/19,12.52,07/03/19,93,07/03/19,53.25,07/03/19,44.85,07/03/19,18.96,07/03/19,6.25,07/03/19,14.6,07/03/19,11.94,07/03/19,7.24,07/03/19,0.57,07/03/19,7.24,07/03/19,52.1,07/03/19,28.7,07/03/19,355.2,07/03/19,9.48,07/03/19,89.3,07/03/19,5.13,07/03/19,13.32,07/03/19,7.08,07/03/19,81.15,07/03/19,64.75,07/03/19,63.95,07/03/19,19.3,07/03/19,13.62,07/03/19,30.55,07/03/19,63.95,07/03/19,6.8,07/03/19,76.6,07/03/19,6.07,07/03/19,38.25,07/03/19,57.6,07/03/19,11.2,07/03/19,49.4,07/03/19,104.3,07/03/19,83.35,07/03/19,25.35,07/03/19,94.2,07/03/19,32.85,07/03/19,21.4,07/03/19,6.72,07/03/19,3.71,,0
08/03/19,79.9,08/03/19,90.95,08/03/19,18.04,08/03/19,64.25,08/03/19,54,08/03/19,188.5,08/03/19,44.45,08/03/19,129.6,08/03/19,12.42,08/03/19,91.3,08/03/19,51.6,08/03/19,45.75,08/03/19,19.04,08/03/19,6.09,08/03/19,14.12,08/03/19,11.8,08/03/19,7.11,08/03/19,0.57,08/03/19,7.11,08/03/19,51.5,08/03/19,27.8,08/03/19,347,08/03/19,9.15,08/03/19,87.55,08/03/19,5.03,08/03/19,13.28,08/03/19,6.89,08/03/19,81.25,08/03/19,64.35,08/03/19,63.15,08/03/19,18.54,08/03/19,13.22,08/03/19,29.8,08/03/19,62.85,08/03/19,6.56,08/03/19,75,08/03/19,5.88,08/03/19,37.8,08/03/19,58.15,08/03/19,10.62,08/03/19,47.6,08/03/19,101.3,08/03/19,80.9,08/03/19,24.7,08/03/19,92.85,08/03/19,32.25,08/03/19,20.55,08/03/19,6.53,08/03/19,3.61,,0
